de_0,"Weniger Heilung","Stellt für das Ziel geringe LP wieder her. Kann auch Schaden am Untoten verursachen."
de_1,Licht,"Verwendet Magie, um eine Lichtquelle zu beschwören, die einen Bereich um Zaubernden für 3600 s beleuchtet."
de_2,Schild,"Formt ein Schutzschild und erhöht eigene AC um 2 Punkte. Nicht stapelbar."
de_3,Energieriegel,"Verschießt einen magischen Pfeil, der dem Ziel geringen Schaden zufügt."
de_4,Teleport,"Teleportiert zu einem zufälligen Ort. Mit dem „Ring der Teleportation“ kann ein bestimmter Ort gewählt werden."
de_5,Eisdolch,"Verschießt Eispfeile auf Feinde, um ihnen Schäden zuzufügen."
de_6,Wind-Shuriken,"Wirft einen Winddolch, um dem Feind Schaden zuzufügen."
de_7,"Heilige Waffe","Verstärkt Waffen, um Schaden zu erhöhen. Die verstärkte Waffe kann zusätzlichen Schaden am Untoten verursachen."
de_8,Heiltrank,"Verwendet Magie, um Ziel von Vergiftung zu heilen."
de_9,"Kalte Berührung","Absorbiert wenige LP des Ziels und fügt diese deinen hinzu. Einsatz dieses Zaubers verringert deine Rechtmäßigkeitspunkte um 2."
de_10,"Fluch: Gift","Verwende Magie, um Gifte zu erzeugen. Chance, Ziel damit zu vergiften und sie kontinuierlich Giftschaden erleiden zu lassen. Einsatz dieses Zaubers verringert deine Rechtmäßigkeitspunkte um 10."
de_11,"Verzauberte Waffe","Erhöht Schaden der Waffe des Ziels um 2 Punkte."
de_12,Erkennung,"Offenbart verborgene Monster sowie Spieler und macht diese sichtbar."
de_13,"Gewicht verringern","Erhöht eigene Tragfähigkeit für eine bestimmte Zeit, so dass du mehr Objekte tragen kannst."
de_14,Feuerpfeil,"Beschwört magische Flammenpfeile und schießt diese auf feindliche Ziele, um Schaden zuzufügen."
de_15,Höllenhauer,"Sendet Erdzauber aus, der unter den feindlichen Einheiten Dornen aus dem Boden wachsen lässt und Schaden zufügt."
de_16,Blitzschlag,"Füge deinen Feinden in einer geraden Linie vor dir Schaden mit der Kraft des Blitzes zu."
de_17,"Untot werden","Chance den Untoten sofort zu töten, aber es gibt auch eine Chance von 5% ihn zu erzürnen."
de_18,Heilen,"Stellt LP des Ziels wieder her. Kann dem Untoten ebenfalls Schaden zufügen."
de_19,"Fluch: Blind","Versperrt Blick der Feinde mit Magie. Chance, das Ziel für bestimmte Zeit zu blenden. Jedoch verringert der Einsatz dieses Zauberspruches deine Rechtmäßigkeitspunkte um 10."
de_20,"Gesegnete Rüstung","Erhöht AC deiner Rüstung um 3 Punkte. Du kannst diesen Zauber nicht mehrmals anwenden."
de_21,"Einfrierende Wolke","Startet mächtigen Eisangriff auf das Ziel. Fügt Ziel und Feinden im Abstand von 1 Einheit Frostschaden zu."
de_22,"Schwäche offenbaren","Verwendet Magie, um Attribute aufzudecken, die deine Feinde am meisten fürchten."
de_23,Feuerball,"Sendet glühende Feuerbälle, um Ziel und Feinde im Abstand von 1 Einheit um das Ziel zu verbrennen."
de_24,"Physisch verzaubert: DEX","Sendet Windzauber, der Geschick des Ziels, um 5 Punkte erhöht. Kann nur auf Mitglieder deiner Gilde angewendet werden. Effekt nicht stapelbar."
de_25,Waffenpause,"Verwendet Magie, um Waffen des Ziels zu umschlingen und möglich Schaden zuzufügen. Einsatz dieses Zaubers senkt deine Rechtmäßigkeitspunkte um 10."
de_26,Vampirberührung,"Absorbiert LP des Ziels und fügt sie deinen hinzu. Einsatz dieses Zaubers verringert deine Rechtmäßigkeitspunkte um 5."
de_27,Langsam,"Ändert Umgebung um Feinde mit Windkraft. Chance, alle Geschwindigkeitstypen des Ziels zu verringern."
de_28,Erdgefängnis,"Erzeugt gigantische Dornensträucher, die aus dem Untergrund wachsen und sich um das Ziel legen. Fügt dem Ziel und Feinden im Abstand von 1 Einheit Schaden zu."
de_29,Gegenzauber,"Erzeugt magisches Schutzschild um dich. Schützt dich vor 1 magischen Angriff. Hält für 16 s."
